error_number,current_index,next_index,current_byte_offset,next_byte_offset,counter_current,counter_next,counter_delta,counter_missing_samples,lfsr_current,lfsr_expected_next,lfsr_received,lfsr_steps_to_received,lfsr_missing_samples,next_sample_at_4096_boundary
201,12800,12801,0x00064000,0x00064020,10386,11618,1232,1231,0x1B68661C,0x36D0CC38,0x869483B4,>64,unknown,False
202,12927,12928,0x00064FE0,0x00065000,11744,11747,3,2,0xC2DAF263,0x85B5E4C7,0x16D7931E,3,2,True
203,12928,12929,0x00065000,0x00065020,11747,12848,1101,1100,0x16D7931E,0x2DAF263C,0x45025EBC,>64,unknown,False
204,13055,13056,0x00065FE0,0x00066000,12974,12977,3,2,0x0ABA779A,0x1574EF35,0x55D3BCD5,3,2,True
205,13056,13057,0x00066000,0x00066020,12977,13825,848,847,0x55D3BCD5,0xABA779AA,0xC1166762,>64,unknown,False
206,13183,13184,0x00066FE0,0x00067000,13951,13954,3,2,0xF51C0000,0xEA380001,0xA8E00007,3,2,True
207,13184,13185,0x00067000,0x00067020,13954,15057,1103,1102,0xA8E00007,0x51C0000E,0x5CAC6A70,>64,unknown,False
208,13311,13312,0x00067FE0,0x00068000,15183,15186,3,2,0xC92B0896,0x9256112C,0x495844B3,3,2,True
209,13312,13313,0x00068000,0x00068020,15186,16033,847,846,0x495844B3,0x92B08966,0xB09095A2,>64,unknown,False
210,13439,13440,0x00068FE0,0x00069000,16159,16162,3,2,0x38BBE943,0x7177D286,0xC5DF4A1B,3,2,True
211,13440,13441,0x00069000,0x00069020,16162,17259,1097,1096,0xC5DF4A1B,0x8BBE9436,0x0CF9264D,>64,unknown,False
212,13567,13568,0x00069FE0,0x0006A000,17385,17388,3,2,0xAD70630D,0x5AE0C61B,0x6B83186D,3,2,True
213,13568,13569,0x0006A000,0x0006A020,17388,18586,1198,1197,0x6B83186D,0xD70630DA,0x508DEBC5,>64,unknown,False
214,13695,13696,0x0006AFE0,0x0006B000,18712,18715,3,2,0x88522C31,0x10A45863,0x4291618E,3,2,True
215,13696,13697,0x0006B000,0x0006B020,18715,19790,1075,1074,0x4291618E,0x8522C31D,0x6D9BE758,>64,unknown,False
216,13823,13824,0x0006BFE0,0x0006C000,19916,19919,3,2,0xA6638A34,0x4CC71469,0x331C51A6,3,2,True
217,13824,13825,0x0006C000,0x0006C020,19919,21188,1269,1268,0x331C51A6,0x6638A34D,0xCF8F892D,>64,unknown,False
218,13951,13952,0x0006CFE0,0x0006D000,21314,21317,3,2,0xD5D4BCDE,0xABA979BC,0xAEA5E6F2,3,2,True
219,13952,13953,0x0006D000,0x0006D020,21317,22416,1099,1098,0xAEA5E6F2,0x5D4BCDE5,0xFF117DFE,>64,unknown,False
220,14079,14080,0x0006DFE0,0x0006E000,22542,22545,3,2,0x6A092DC8,0xD4125B91,0x50496E47,3,2,True
221,14080,14081,0x0006E000,0x0006E020,22545,23747,1202,1201,0x50496E47,0xA092DC8F,0x74D055A6,>64,unknown,False
222,14207,14208,0x0006EFE0,0x0006F000,23873,23876,3,2,0x3F81B051,0x7F0360A3,0xFC0D828F,3,2,True
223,14208,14209,0x0006F000,0x0006F020,23876,24980,1104,1103,0xFC0D828F,0xF81B051E,0x544B7378,>64,unknown,False
224,14335,14336,0x0006FFE0,0x00070000,25106,25109,3,2,0x7EBD1EE4,0xFD7A3DC8,0xF5E8F720,3,2,True
225,14336,14337,0x00070000,0x00070020,25109,25989,880,879,0xF5E8F720,0xEBD1EE40,0x315677EE,>64,unknown,False
226,14463,14464,0x00070FE0,0x00071000,26115,26118,3,2,0x3E372BE4,0x7C6E57C8,0xF1B95F21,3,2,True
227,14464,14465,0x00071000,0x00071020,26118,27211,1093,1092,0xF1B95F21,0xE372BE42,0x1FC200B7,>64,unknown,False
228,14591,14592,0x00071FE0,0x00072000,27337,27340,3,2,0x2E9093B5,0x5D21276B,0x74849DAC,3,2,True
229,14592,14593,0x00072000,0x00072020,27340,28230,890,889,0x74849DAC,0xE9093B58,0x65A4BE84,>64,unknown,False
230,14719,14720,0x00072FE0,0x00073000,28356,28359,3,2,0x0F0025D8,0x1E004BB0,0x78012EC1,3,2,True
231,14720,14721,0x00073000,0x00073020,28359,29448,1089,1088,0x78012EC1,0xF0025D82,0xD05287F8,>64,unknown,False
232,14847,14848,0x00073FE0,0x00074000,29574,29577,3,2,0x2666107D,0x4CCC20FB,0x333083EE,3,2,True
233,14848,14849,0x00074000,0x00074020,29577,31260,1683,1682,0x333083EE,0x666107DD,0xB130C287,>64,unknown,False
234,14975,14976,0x00074FE0,0x00075000,31386,31389,3,2,0x96C64C75,0x2D8C98EA,0xB63263A9,3,2,True
235,14976,14977,0x00075000,0x00075020,31389,32495,1106,1105,0xB63263A9,0x6C64C753,0x86BB9DEA,>64,unknown,False
236,15103,15104,0x00075FE0,0x00076000,32621,32624,3,2,0x1BE51B3E,0x37CA367D,0xDF28D9F4,3,2,True
237,15104,15105,0x00076000,0x00076020,32624,33830,1206,1205,0xDF28D9F4,0xBE51B3E9,0x81D47D22,>64,unknown,False
238,15231,15232,0x00076FE0,0x00077000,33956,33959,3,2,0xFF55E8A6,0xFEABD14D,0xFAAF4534,3,2,True
239,15232,15233,0x00077000,0x00077020,33959,35054,1095,1094,0xFAAF4534,0xF55E8A68,0xB748A9BC,>64,unknown,False
240,15359,15360,0x00077FE0,0x00078000,35180,35183,3,2,0xB84BA616,0x70974C2D,0xC25D30B5,3,2,True
241,15360,15361,0x00078000,0x00078020,35183,36025,842,841,0xC25D30B5,0x84BA616A,0x5E3E9042,>64,unknown,False
242,15487,15488,0x00078FE0,0x00079000,36151,36154,3,2,0x77F94F01,0xEFF29E03,0xBFCA780C,3,2,True
243,15488,15489,0x00079000,0x00079020,36154,37279,1125,1124,0xBFCA780C,0x7F94F019,0xE29BBF8D,>64,unknown,False
244,15615,15616,0x00079FE0,0x0007A000,37405,37408,3,2,0xF28EC722,0xE51D8E45,0x94763917,3,2,True
245,15616,15617,0x0007A000,0x0007A020,37408,38096,688,687,0x94763917,0x28EC722E,0xE64DC7B0,>64,unknown,False
246,15743,15744,0x0007AFE0,0x0007B000,38222,38225,3,2,0x197AD514,0x32F5AA29,0xCBD6A8A4,3,2,True
247,15744,15745,0x0007B000,0x0007B020,38225,39612,1387,1386,0xCBD6A8A4,0x97AD5148,0x70AF2B0B,>64,unknown,False
248,15871,15872,0x0007BFE0,0x0007C000,39738,39741,3,2,0x1176EF70,0x22EDDEE0,0x8BB77B80,3,2,True
249,15872,15873,0x0007C000,0x0007C020,39741,40921,1180,1179,0x8BB77B80,0x176EF701,0xAF353B8B,>64,unknown,False
250,15999,16000,0x0007CFE0,0x0007D000,41047,41050,3,2,0xC5B041DF,0x8B6083BE,0x2D820EF8,3,2,True
251,16000,16001,0x0007D000,0x0007D020,41050,42375,1325,1324,0x2D820EF8,0x5B041DF0,0xE619CB76,>64,unknown,False
252,16127,16128,0x0007DFE0,0x0007E000,42501,42504,3,2,0xBBB38673,0x77670CE7,0xDD9C339C,3,2,True
253,16128,16129,0x0007E000,0x0007E020,42504,43645,1141,1140,0xDD9C339C,0xBB386739,0x5376B818,>64,unknown,False
254,16255,16256,0x0007EFE0,0x0007F000,43771,43774,3,2,0xEB76711E,0xD6ECE23D,0x5BB388F6,3,2,True
255,16256,16257,0x0007F000,0x0007F020,43774,45165,1391,1390,0x5BB388F6,0xB76711EC,0xA40CCC88,>64,unknown,False
256,16383,16384,0x0007FFE0,0x00080000,45291,45294,3,2,0x80DA47B1,0x01B48F63,0x06D23D8F,3,2,True
257,16384,16385,0x00080000,0x00080020,45294,46398,1104,1103,0x06D23D8F,0x0DA47B1E,0x5796AE47,>64,unknown,False
258,16511,16512,0x00080FE0,0x00081000,46524,46527,3,2,0x8D729B7B,0x1AE536F7,0x6B94DBDF,3,2,True
259,16512,16513,0x00081000,0x00081020,46527,47379,852,851,0x6B94DBDF,0xD729B7BE,0x896C9778,>64,unknown,False
260,16639,16640,0x00081FE0,0x00082000,47505,47508,3,2,0xF2A8264C,0xE5504C99,0x95413266,3,2,True
261,16640,16641,0x00082000,0x00082020,47508,48602,1094,1093,0x95413266,0x2A8264CC,0xB655B071,>64,unknown,False
262,16767,16768,0x00082FE0,0x00083000,48728,48731,3,2,0xDB73FA1F,0xB6E7F43F,0xDB9FD0FD,3,2,True
263,16768,16769,0x00083000,0x00083020,48731,49624,893,892,0xDB9FD0FD,0xB73FA1FA,0x8EE14504,>64,unknown,False
264,16895,16896,0x00083FE0,0x00084000,49750,49753,3,2,0x015E29F5,0x02BC53EA,0x0AF14FA8,3,2,True
265,16896,16897,0x00084000,0x00084020,49753,50843,1090,1089,0x0AF14FA8,0x15E29F51,0x1492A028,>64,unknown,False
266,17023,17024,0x00084FE0,0x00085000,50969,50972,3,2,0xC5F4ECF5,0x8BE9D9EA,0x2FA767AA,3,2,True
267,17024,17025,0x00085000,0x00085020,50972,52225,1253,1252,0x2FA767AA,0x5F4ECF55,0x49AA3201,>64,unknown,False
268,17151,17152,0x00085FE0,0x00086000,52351,52354,3,2,0x5808994D,0xB011329A,0xC044CA69,3,2,True
269,17152,17153,0x00086000,0x00086020,52354,53447,1093,1092,0xC044CA69,0x808994D3,0xA36679D8,>64,unknown,False
270,17279,17280,0x00086FE0,0x00087000,53573,53576,3,2,0x560F37B0,0xAC1E6F60,0xB079BD82,3,2,True
271,17280,17281,0x00087000,0x00087020,53576,54323,747,746,0xB079BD82,0x60F37B04,0xCE3379BE,>64,unknown,False
272,17407,17408,0x00087FE0,0x00088000,54449,54452,3,2,0x392FC510,0x725F8A21,0xC97E2884,3,2,True
273,17408,17409,0x00088000,0x00088020,54452,57482,3030,3029,0xC97E2884,0x92FC5108,0xB9805865,>64,unknown,False
274,17535,17536,0x00088FE0,0x00089000,57608,57611,3,2,0xAB882320,0x57104641,0x5C411904,3,2,True
275,17536,17537,0x00089000,0x00089020,57611,59014,1403,1402,0x5C411904,0xB8823208,0x35C9CAF1,>64,unknown,False
276,17663,17664,0x00089FE0,0x0008A000,59140,59143,3,2,0x7AD5B8F3,0xF5AB71E6,0xD6ADC799,3,2,True
277,17664,17665,0x0008A000,0x0008A020,59143,60305,1162,1161,0xD6ADC799,0xAD5B8F33,0x524B5CFD,>64,unknown,False
278,17791,17792,0x0008AFE0,0x0008B000,60431,60434,3,2,0xF72E62BA,0xEE5CC574,0xB97315D3,3,2,True
279,17792,17793,0x0008B000,0x0008B020,60434,61879,1445,1444,0xB97315D3,0x72E62BA7,0x807C1589,>64,unknown,False
280,17919,17920,0x0008BFE0,0x0008C000,62005,62008,3,2,0x3FC16367,0x7F82C6CF,0xFE0B1B3D,3,2,True
281,17920,17921,0x0008C000,0x0008C020,62008,63688,1680,1679,0xFE0B1B3D,0xFC16367B,0xF4AB8BA1,>64,unknown,False
282,18047,18048,0x0008CFE0,0x0008D000,63814,63817,3,2,0x90AF7E92,0x215EFD25,0x857BF495,3,2,True
283,18048,18049,0x0008D000,0x0008D020,63817,65052,1235,1234,0x857BF495,0x0AF7E92A,0x6F47A584,>64,unknown,False
284,18175,18176,0x0008DFE0,0x0008E000,65178,65181,3,2,0x1A7EEAF5,0x34FDD5EA,0xD3F757AB,3,2,True
285,18176,18177,0x0008E000,0x0008E020,65181,246,601,600,0xD3F757AB,0xA7EEAF57,0x7C027F60,>64,unknown,False
286,18303,18304,0x0008EFE0,0x0008F000,372,375,3,2,0xB96FAFE1,0x72DF5FC3,0xCB7D7F0E,3,2,True
287,18304,18305,0x0008F000,0x0008F020,375,1497,1122,1121,0xCB7D7F0E,0x96FAFE1D,0xDE8BC3A1,>64,unknown,False
288,18431,18432,0x0008FFE0,0x00090000,1623,1626,3,2,0x3DBE4A83,0x7B7C9506,0xEDF2541B,3,2,True
289,18432,18433,0x00090000,0x00090020,1626,2474,848,847,0xEDF2541B,0xDBE4A837,0x9EEAC705,>64,unknown,False
290,18559,18560,0x00090FE0,0x00091000,2600,2603,3,2,0x6BC971B7,0xD792E36E,0x5E4B8DBA,3,2,True
291,18560,18561,0x00091000,0x00091020,2603,3744,1141,1140,0x5E4B8DBA,0xBC971B75,0xCD2563EF,>64,unknown,False
292,18687,18688,0x00091FE0,0x00092000,3870,3873,3,2,0x5EAEB43E,0xBD5D687C,0xF575A1F2,3,2,True
293,18688,18689,0x00092000,0x00092020,3873,5104,1231,1230,0xF575A1F2,0xEAEB43E5,0xB917EBE3,>64,unknown,False
294,18815,18816,0x00092FE0,0x00093000,5230,5233,3,2,0x0A1B0F6A,0x14361ED4,0x50D87B51,3,2,True
295,18816,18817,0x00093000,0x00093020,5233,6456,1223,1222,0x50D87B51,0xA1B0F6A2,0x3565B475,>64,unknown,False
296,18943,18944,0x00093FE0,0x00094000,6582,6585,3,2,0xE5D9D269,0xCBB3A4D2,0x2ECE9349,3,2,True
297,18944,18945,0x00094000,0x00094020,6585,7890,1305,1304,0x2ECE9349,0x5D9D2693,0x34A4E4FA,>64,unknown,False
298,19071,19072,0x00094FE0,0x00095000,8016,8019,3,2,0x7EB01E5A,0xFD603CB4,0xF580F2D0,3,2,True
299,19072,19073,0x00095000,0x00095020,8019,9235,1216,1215,0xF580F2D0,0xEB01E5A0,0x7C3956F0,>64,unknown,False
300,19199,19200,0x00095FE0,0x00096000,9361,9364,3,2,0x1A634261,0x34C684C2,0xD31A130B,3,2,True
301,19200,19201,0x00096000,0x00096020,9364,10624,1260,1259,0xD31A130B,0xA6342616,0x65317B0E,>64,unknown,False
302,19327,19328,0x00096FE0,0x00097000,10750,10753,3,2,0xB0AB63E6,0x6156C7CD,0x855B1F37,3,2,True
303,19328,19329,0x00097000,0x00097020,10753,11859,1106,1105,0x855B1F37,0x0AB63E6E,0x49CBC7B9,>64,unknown,False
304,19455,19456,0x00097FE0,0x00098000,11985,11988,3,2,0x552B9CC5,0xAA57398B,0xA95CE62C,3,2,True
305,19456,19457,0x00098000,0x00098020,11988,13215,1227,1226,0xA95CE62C,0x52B9CC59,0x386EA47D,>64,unknown,False
306,19583,19584,0x00098FE0,0x00099000,13341,13344,3,2,0x370BA4D3,0x6E1749A7,0xB85D269E,3,2,True
307,19584,19585,0x00099000,0x00099020,13344,14448,1104,1103,0xB85D269E,0x70BA4D3D,0xF56B2CD0,>64,unknown,False
308,19711,19712,0x00099FE0,0x0009A000,14574,14577,3,2,0x09DB2CFF,0x13B659FE,0x4ED967F9,3,2,True
309,19712,19713,0x0009A000,0x0009A020,14577,15799,1222,1221,0x4ED967F9,0x9DB2CFF2,0x674B58CC,>64,unknown,False
310,19839,19840,0x0009AFE0,0x0009B000,15925,15928,3,2,0x70FDF037,0xE1FBE06E,0x87EF81B9,3,2,True
311,19840,19841,0x0009B000,0x0009B020,15928,17031,1103,1102,0x87EF81B9,0x0FDF0372,0x2DDC0D00,>64,unknown,False
312,19967,19968,0x0009BFE0,0x0009C000,17157,17160,3,2,0xFF66C076,0xFECD80ED,0xFB3603B5,3,2,True
313,19968,19969,0x0009C000,0x0009C020,17160,18003,843,842,0xFB3603B5,0xF66C076B,0x2E49320B,>64,unknown,False
314,20095,20096,0x0009CFE0,0x0009D000,18129,18132,3,2,0xAFA13C47,0x5F42788F,0x7D09E23F,3,2,True
315,20096,20097,0x0009D000,0x0009D020,18132,19222,1090,1089,0x7D09E23F,0xFA13C47E,0xA660E59A,>64,unknown,False
316,20223,20224,0x0009DFE0,0x0009E000,19348,19351,3,2,0x72D57D8B,0xE5AAFB17,0x96ABEC5D,3,2,True
317,20224,20225,0x0009E000,0x0009E020,19351,20581,1230,1229,0x96ABEC5D,0x2D57D8BA,0xCFA88E65,>64,unknown,False
318,20351,20352,0x0009EFE0,0x0009F000,20707,20710,3,2,0xCDAFACF5,0x9B5F59EB,0x6D7D67AC,3,2,True
319,20352,20353,0x0009F000,0x0009F020,20710,21800,1090,1089,0x6D7D67AC,0xDAFACF58,0x00A50140,>64,unknown,False
320,20479,20480,0x0009FFE0,0x000A0000,21926,21929,3,2,0x3333339E,0x6666673D,0x99999CF5,3,2,True
321,20480,20481,0x000A0000,0x000A0020,21929,23189,1260,1259,0x99999CF5,0x333339EA,0x601EEDBA,>64,unknown,False
322,20607,20608,0x000A0FE0,0x000A1000,23315,23318,3,2,0xE3825492,0xC704A925,0x1C12A494,3,2,True
323,20608,20609,0x000A1000,0x000A1020,23318,24537,1219,1218,0x1C12A494,0x38254929,0x41D377D1,>64,unknown,False
324,20735,20736,0x000A1FE0,0x000A2000,24663,24666,3,2,0x60B93216,0xC172642C,0x05C990B2,3,2,True
325,20736,20737,0x000A2000,0x000A2020,24666,25897,1231,1230,0x05C990B2,0x0B932165,0xA3378D7C,>64,unknown,False
326,20863,20864,0x000A2FE0,0x000A3000,26023,26026,3,2,0x137CB3F0,0x26F967E1,0x9BE59F85,3,2,True
327,20864,20865,0x000A3000,0x000A3020,26026,27134,1108,1107,0x9BE59F85,0x37CB3F0B,0xF8B63CF4,>64,unknown,False
328,20991,20992,0x000A3FE0,0x000A4000,27260,27263,3,2,0x68B2BB7C,0xD16576F9,0x4595DBE6,3,2,True
329,20992,20993,0x000A4000,0x000A4020,27263,28146,883,882,0x4595DBE6,0x8B2BB7CC,0x3A962BDD,>64,unknown,False
330,21119,21120,0x000A4FE0,0x000A5000,28272,28275,3,2,0xEC2FDF40,0xD85FBE80,0x617EFA01,3,2,True
331,21120,21121,0x000A5000,0x000A5020,28275,29377,1102,1101,0x617EFA01,0xC2FDF403,0x4DE6A5E6,>64,unknown,False
332,21247,21248,0x000A5FE0,0x000A6000,29503,29506,3,2,0x51FF6960,0xA3FED2C0,0x8FFB4B01,3,2,True
333,21248,21249,0x000A6000,0x000A6020,29506,30772,1266,1265,0x8FFB4B01,0x1FF69603,0x472F503A,>64,unknown,False
334,21375,21376,0x000A6FE0,0x000A7000,30898,30901,3,2,0x403E28D4,0x807C51A9,0x01F146A5,3,2,True
335,21376,21377,0x000A7000,0x000A7020,30901,32117,1216,1215,0x01F146A5,0x03E28D4B,0x6290D662,>64,unknown,False
336,21503,21504,0x000A7FE0,0x000A8000,32243,32246,3,2,0x915E1055,0x22BC20AA,0x8AF082A9,3,2,True
337,21504,21505,0x000A8000,0x000A8020,32246,33480,1234,1233,0x8AF082A9,0x15E10553,0x7CD7511E,>64,unknown,False
338,21631,21632,0x000A8FE0,0x000A9000,33606,33609,3,2,0xD538DCFA,0xAA71B9F5,0xA9C6E7D4,3,2,True
339,21632,21633,0x000A9000,0x000A9020,33609,34726,1117,1116,0xA9C6E7D4,0x538DCFA8,0x52C9AB9D,>64,unknown,False
340,21759,21760,0x000A9FE0,0x000AA000,34852,34855,3,2,0xBA0F45FA,0x741E8BF4,0xD07A2FD2,3,2,True
341,21760,21761,0x000AA000,0x000AA020,34855,35509,654,653,0xD07A2FD2,0xA0F45FA5,0x64A4A1E1,>64,unknown,False
342,21887,21888,0x000AAFE0,0x000AB000,35635,35638,3,2,0x810BD7B0,0x0217AF60,0x085EBD82,3,2,True
343,21888,21889,0x000AB000,0x000AB020,35638,36863,1225,1224,0x085EBD82,0x10BD7B05,0x61D5822D,>64,unknown,False
344,22015,22016,0x000ABFE0,0x000AC000,36989,36992,3,2,0x3306B37A,0x660D66F5,0x98359BD4,3,2,True
345,22016,22017,0x000AC000,0x000AC020,36992,38523,1531,1530,0x98359BD4,0x306B37A9,0x6766FA2E,>64,unknown,False
346,22143,22144,0x000ACFE0,0x000AD000,38649,38652,3,2,0x29682C33,0x52D05867,0x4B41619F,3,2,True
347,22144,22145,0x000AD000,0x000AD020,38652,39801,1149,1148,0x4B41619F,0x9682C33F,0xB9192343,>64,unknown,False
348,22271,22272,0x000ADFE0,0x000AE000,39927,39930,3,2,0x9369A8BF,0x26D3517F,0x9B4D45FD,3,2,True
349,22272,22273,0x000AE000,0x000AE020,39930,41148,1218,1217,0x9B4D45FD,0x369A8BFA,0x6BB115AF,>64,unknown,False
350,22399,22400,0x000AEFE0,0x000AF000,41274,41277,3,2,0x4C2B3F4D,0x98567E9A,0x6159FA6B,3,2,True
351,22400,22401,0x000AF000,0x000AF020,41277,42370,1093,1092,0x6159FA6B,0xC2B3F4D7,0x1046CEDF,>64,unknown,False
352,22527,22528,0x000AFFE0,0x000B0000,42496,42499,3,2,0x999706A5,0x332E0D4A,0xCCB8352A,3,2,True
353,22528,22529,0x000B0000,0x000B0020,42499,43371,872,871,0xCCB8352A,0x99706A55,0x37415507,>64,unknown,False
354,22655,22656,0x000B0FE0,0x000B1000,43497,43500,3,2,0x2B43BC13,0x56877826,0x5A1DE09B,3,2,True
355,22656,22657,0x000B1000,0x000B1020,43500,44591,1091,1090,0x5A1DE09B,0xB43BC137,0x03BA4DF9,>64,unknown,False
356,22783,22784,0x000B1FE0,0x000B2000,44717,44720,3,2,0xB9CEDE83,0x739DBD06,0xCE76F41A,3,2,True
357,22784,22785,0x000B2000,0x000B2020,44720,45910,1190,1189,0xCE76F41A,0x9CEDE835,0x3A869FF5,>64,unknown,False
358,22911,22912,0x000B2FE0,0x000B3000,46036,46039,3,2,0xCE0EA47E,0x9C1D48FD,0x707523F7,3,2,True
359,22912,22913,0x000B3000,0x000B3020,46039,47123,1084,1083,0x707523F7,0xE0EA47EF,0x46DC1015,>64,unknown,False
360,23039,23040,0x000B3FE0,0x000B4000,47249,47252,3,2,0x78CCB5A7,0xF1996B4F,0xC665AD3C,3,2,True
361,23040,23041,0x000B4000,0x000B4020,47252,48122,870,869,0xC665AD3C,0x8CCB5A78,0x11DBC4AE,>64,unknown,False
362,23167,23168,0x000B4FE0,0x000B5000,48248,48251,3,2,0x392FE844,0x725FD089,0xC97F4224,3,2,True
363,23168,23169,0x000B5000,0x000B5020,48251,49349,1098,1097,0xC97F4224,0x92FE8448,0xF3E7AD3F,>64,unknown,False
364,23295,23296,0x000B5FE0,0x000B6000,49475,49478,3,2,0x9ADC4790,0x35B88F21,0xD6E23C87,3,2,True
365,23296,23297,0x000B6000,0x000B6020,49478,50314,836,835,0xD6E23C87,0xADC4790F,0x6F3A1E64,>64,unknown,False
366,23423,23424,0x000B6FE0,0x000B7000,50440,50443,3,2,0x94141513,0x28282A26,0xA0A0A89B,3,2,True
367,23424,23425,0x000B7000,0x000B7020,50443,51533,1090,1089,0xA0A0A89B,0x41415137,0x2CBAA14F,>64,unknown,False
368,23551,23552,0x000B7FE0,0x000B8000,51659,51662,3,2,0x88CD63B1,0x119AC762,0x466B1D8B,3,2,True
369,23552,23553,0x000B8000,0x000B8020,51662,52874,1212,1211,0x466B1D8B,0x8CD63B16,0xA7E6F401,>64,unknown,False
370,23679,23680,0x000B8FE0,0x000B9000,53000,53003,3,2,0x696ACB09,0xD2D59612,0x4B56584B,3,2,True
371,23680,23681,0x000B9000,0x000B9020,53003,54098,1095,1094,0x4B56584B,0x96ACB097,0x048265AB,>64,unknown,False
372,23807,23808,0x000B9FE0,0x000BA000,54224,54227,3,2,0x196C0DF0,0x32D81BE1,0xCB606F84,3,2,True
373,23808,23809,0x000BA000,0x000BA020,54227,55456,1229,1228,0xCB606F84,0x96C0DF09,0xBC246593,>64,unknown,False
374,23935,23936,0x000BAFE0,0x000BB000,55582,55585,3,2,0x68CC3650,0xD1986CA1,0x4661B285,3,2,True
375,23936,23937,0x000BB000,0x000BB020,55585,56684,1099,1098,0x4661B285,0x8CC3650A,0x6ECB2B4F,>64,unknown,False
376,24063,24064,0x000BBFE0,0x000BC000,56810,56813,3,2,0x701C11EF,0xE03823DF,0x80E08F7F,3,2,True
377,24064,24065,0x000BC000,0x000BC020,56813,58034,1221,1220,0x80E08F7F,0x01C11EFF,0x5BF6022A,>64,unknown,False
378,24191,24192,0x000BCFE0,0x000BD000,58160,58163,3,2,0xE511EA57,0xCA23D4AF,0x288F52BE,3,2,True
379,24192,24193,0x000BD000,0x000BD020,58163,59264,1101,1100,0x288F52BE,0x511EA57C,0x087FE31E,>64,unknown,False
380,24319,24320,0x000BDFE0,0x000BE000,59390,59393,3,2,0xA3437C90,0x4686F921,0x1A1BE487,3,2,True
381,24320,24321,0x000BE000,0x000BE020,59393,60276,883,882,0x1A1BE487,0x3437C90E,0x5728BE71,>64,unknown,False
382,24447,24448,0x000BEFE0,0x000BF000,60402,60405,3,2,0xA0E3F92B,0x41C7F257,0x071FC95C,3,2,True
383,24448,24449,0x000BF000,0x000BF020,60405,61500,1095,1094,0x071FC95C,0x0E3F92B9,0x8A7F50CF,>64,unknown,False
384,24575,24576,0x000BFFE0,0x000C0000,61626,61629,3,2,0x1AF9A071,0x35F340E3,0xD7CD038E,3,2,True
385,24576,24577,0x000C0000,0x000C0020,61629,62923,1294,1293,0xD7CD038E,0xAF9A071D,0x1EAAF97E,>64,unknown,False
386,24703,24704,0x000C0FE0,0x000C1000,63049,63052,3,2,0x2EAEEE59,0x5D5DDCB3,0x757772CD,3,2,True
387,24704,24705,0x000C1000,0x000C1020,63052,64147,1095,1094,0x757772CD,0xEAEEE59B,0x593E5E56,>64,unknown,False
388,24831,24832,0x000C1FE0,0x000C2000,64273,64276,3,2,0xF2ECDFE8,0xE5D9BFD1,0x9766FF44,3,2,True
389,24832,24833,0x000C2000,0x000C2020,64276,3196,4456,4455,0x9766FF44,0x2ECDFE89,0x1F3C714B,>64,unknown,False
390,24959,24960,0x000C2FE0,0x000C3000,3322,3325,3,2,0xFDD805D6,0xFBB00BAD,0xEEC02EB4,3,2,True
391,24960,24961,0x000C3000,0x000C3020,3325,3895,570,569,0xEEC02EB4,0xDD805D68,0x9A1AB8CE,>64,unknown,False
392,25087,25088,0x000C3FE0,0x000C4000,4021,4024,3,2,0x77B90367,0xEF7206CF,0xBDC81B3E,3,2,True
393,25088,25089,0x000C4000,0x000C4020,4024,5167,1143,1142,0xBDC81B3E,0x7B90367C,0x1660F2FC,>64,unknown,False
394,25215,25216,0x000C4FE0,0x000C5000,5293,5296,3,2,0xF690453B,0xED208A77,0xB48229DD,3,2,True
395,25216,25217,0x000C5000,0x000C5020,5296,6593,1297,1296,0xB48229DD,0x690453BB,0xDD263B0E,>64,unknown,False
396,25343,25344,0x000C5FE0,0x000C6000,6719,6722,3,2,0xB83C0982,0x70781305,0xC1E04C16,3,2,True
397,25344,25345,0x000C6000,0x000C6020,6722,7835,1113,1112,0xC1E04C16,0x83C0982C,0xB5E6DB90,>64,unknown,False
398,25471,25472,0x000C6FE0,0x000C7000,7961,7964,3,2,0xAFE6A905,0x5FCD520B,0x7F35482D,3,2,True
399,25472,25473,0x000C7000,0x000C7020,7964,8814,850,849,0x7F35482D,0xFE6A905B,0x33663E76,>64,unknown,False
